budget,genres,id,keywords,overview,popularity,production_companies,production_countries,revenue,runtime,spoken_languages,title,vote_average,vote_count,is_english,release_year,release_month,Action,Adventure,Fantasy,Science Fiction,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Horror,Mystery,History,War,Music,Documentary,fr,es,de,ru,it,ja,zh,Warner Bros.,Universal Pictures,Paramount Pictures,Twentieth Century Fox Film Corporation,Columbia Pictures,New Line Cinema,Walt Disney Pictures,Relativity Media
64000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 14, ""name"": ""Fantasy""}]",309809,"[{""id"": 490, ""name"": ""philosophy""}, {""id"": 3469, ""name"": ""utopia""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 4414, ""name"": ""adventure""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 9736, ""name"": ""little boy""}, {""id"": 9825, ""name"": ""growing up""}, {""id"": 10226, ""name"": ""neighbor""}, {""id"": 10707, ""name"": ""mother daughter relationship""}, {""id"": 10873, ""name"": ""school""}, {""id"": 12663, ""name"": ""little girl""}, {""id"": 15101, ""name"": ""based on children's book""}, {""id"": 209714, ""name"": ""3d""}]","base on the good - seller book ' the little Prince ' , the movie tell the story of a little girl that live with resignation in a world where efficiency and work be the only dogma . everything will change when accidentally she discover her neighbor that will tell she about the story of the Little Prince that he once meet .",35.384423,"[{""name"": ""Onyx Films"", ""id"": 2203}, {""name"": ""NetFlix"", ""id"": 8858}, {""name"": ""Orange Studios"", ""id"": 15433}, {""name"": ""CityMation"", ""id"": 41042}, {""name"": ""On Entertainment"", ""id"": 59725}, {""name"": ""Zippcast Films"", ""id"": 60658}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",97571250,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Little Prince,7.6,756,1,2015,7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",4858,"[{""id"": 9714, ""name"": ""remake""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 14909, ""name"": ""alien invasion""}, {""id"": 15250, ""name"": ""alien infection""}, {""id"": 161891, ""name"": ""doppelganger""}]","Washington , D.C. psychologist Carol Bennell and her colleague Dr. Ben Driscoll be the only two people on Earth who be aware of an epidemic run rampant through the city . they discover an alien virus aboard a crash space shuttle that transform anyone who come into contact with it into unfeele drone while they sleep . Carol realize her son hold the key to stop the spread of the plague and she race to find he before it be too late .",15.673154,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Vertigo Entertainment"", ""id"": 829}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",15071514,99.0,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",The Invasion,5.7,359,1,2007,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
76000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",17711,"[{""id"": 4414, ""name"": ""adventure""}, {""id"": 6513, ""name"": ""cartoon""}, {""id"": 10267, ""name"": ""comedy""}, {""id"": 11687, ""name"": ""breaking the fourth wall""}, {""id"": 167043, ""name"": ""road movie""}]","Rocky and Bullwinkle have be live off the finance make from the rerun of their cartoon show . Boris and Natasha somehow manage to crossover into reality and team up with Fearless Leader , an evil criminal turn medium mogul with some evil plan up his sleeve . Rocky and Bullwinkle must stop the three of they before they wreak havoc .",8.981427,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Capella International"", ""id"": 594}, {""name"": ""KC Medien AG"", ""id"": 596}, {""name"": ""Tribeca Productions"", ""id"": 11391}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",35134820,88.0,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",The Adventures of Rocky & Bullwinkle,3.9,87,1,2000,6,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
75000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",328111,"[{""id"": 2551, ""name"": ""pet""}, {""id"": 3208, ""name"": ""bunny""}, {""id"": 11500, ""name"": ""anthropomorphism""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 18165, ""name"": ""animal""}, {""id"": 41412, ""name"": ""sewer""}, {""id"": 168346, ""name"": ""manhattan, new york city""}]","the quiet life of a terrier name Max be upend when his owner take in Duke , a stray whom Max instantly dislike .",31.482872,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Fuji Television Network"", ""id"": 3341}, {""name"": ""Dentsu"", ""id"": 6452}, {""name"": ""Illumination Entertainment"", ""id"": 6704}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",875958308,87.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Secret Life of Pets,5.9,3462,1,2016,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
78000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",8698,"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 3133, ""name"": ""vampire""}, {""id"": 4197, ""name"": ""bite""}, {""id"": 5458, ""name"": ""men""}, {""id"": 160130, ""name"": ""invisible man""}]","to prevent a world war from break out , famous character from victorian literature band together to do battle against a cunning villain .",47.436675,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""JD Productions"", ""id"": 475}, {""name"": ""International Production Company"", ""id"": 1507}, {""name"": ""Angry Films"", ""id"": 12087}, {""name"": ""Mediastream Dritte Film GmbH & Co. Beteiligungs KG"", ""id"": 19352}]","[{""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",179265204,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",The League of Extraordinary Gentlemen,5.7,1155,1,2003,7,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
76000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",93456,"[{""id"": 4289, ""name"": ""secret agent""}, {""id"": 13072, ""name"": ""falling in love""}, {""id"": 15300, ""name"": ""father daughter relationship""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 190999, ""name"": ""minions""}, {""id"": 209714, ""name"": ""3d""}]",Gru be recruit by the Anti - Villain League to help deal with a powerful new super criminal .,136.886704,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Illumination Entertainment"", ""id"": 6704}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",970761885,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Despicable Me 2,7.0,4637,1,2013,6,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
75000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",602,"[{""id"": 1612, ""name"": ""spacecraft""}, {""id"": 1627, ""name"": ""patriotism""}, {""id"": 1825, ""name"": ""countdown""}, {""id"": 4097, ""name"": ""independence""}, {""id"": 4278, ""name"": ""invasion""}, {""id"": 6091, ""name"": ""war""}, {""id"": 9738, ""name"": ""ufo""}, {""id"": 9739, ""name"": ""extraterrestrial""}, {""id"": 9831, ""name"": ""spaceship""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 14643, ""name"": ""battle""}]","on July 2 , a giant alien mothership enter orbit around Earth and deploy several dozen saucer - shape ' destroyer ' spacecraft that quickly lie waste to major city around the planet . on July 3 , the United States conduct a coordinate counterattack that fail . on July 4 , a plan be devise to gain access to the interior of the alien mothership in space , in order to plant a nuclear missile .",60.442593,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Centropolis Entertainment"", ""id"": 347}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",816969268,145.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Independence Day,6.7,3260,1,1996,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
73000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",330,"[{""id"": 911, ""name"": ""exotic island""}, {""id"": 1718, ""name"": ""dna""}, {""id"": 1719, ""name"": ""paleontology""}, {""id"": 1720, ""name"": ""tyrannosaurus rex""}, {""id"": 1766, ""name"": ""velociraptor""}, {""id"": 1768, ""name"": ""san diego""}, {""id"": 12616, ""name"": ""dinosaur""}, {""id"": 178010, ""name"": ""jurassic park""}, {""id"": 223059, ""name"": ""animal horror""}]","four year after Jurassic Park 's genetically breed dinosaur run amok , multimillionaire John Hammond shock chaos theorist Ian Malcolm by reveal that Hammond have be breed more beastie at a secret location . Malcolm , his paleontologist ladylove and a wildlife videographer join an expedition to document the lethal lizard ' natural behavior in this action - pack thriller .",2.502487,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",229074524,129.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Lost World: Jurassic Park,6.2,2487,1,1997,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
75000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}]",953,"[{""id"": 2043, ""name"": ""lion""}, {""id"": 3028, ""name"": ""penguin""}, {""id"": 7639, ""name"": ""zebra""}]","zoo animal leave the comfort of man - make habitat for exotic adventure in this animate family film . after escape from the zoo , four friend -- a lion , a hippo , a zebra and a giraffe -- be send back to Africa . when their ship capsize , strand they on Madagascar , an island populate by crazy critter , the pal must adapt to jungle life and their new role as wild animal .",48.110909,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Pacific Data Images (PDI)"", ""id"": 520}, {""name"": ""DreamWorks Animation"", ""id"": 521}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",532680671,86.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",Madagascar,6.6,3237,1,2005,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
76000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",9693,"[{""id"": 458, ""name"": ""hippie""}, {""id"": 526, ""name"": ""rebel""}, {""id"": 2618, ""name"": ""miracle""}, {""id"": 2964, ""name"": ""future""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 4630, ""name"": ""chaos""}, {""id"": 4995, ""name"": ""aging""}, {""id"": 6150, ""name"": ""faith""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 17985, ""name"": ""birth""}, {""id"": 41589, ""name"": ""dying""}]","in 2027 , in a chaotic world in which human can no long procreate , a former activist agree to help transport a miraculously pregnant woman to a sanctuary at sea , where her child 's birth may help scientist save the future of humankind .",35.387874,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Strike Entertainment"", ""id"": 655}, {""name"": ""Hit & Run Productions"", ""id"": 11429}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",69959751,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Children of Men,7.4,2071,1,2006,9,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
75000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",36657,"[{""id"": 1852, ""name"": ""mutant""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 10761, ""name"": ""superhuman""}]","two mutant , Rogue and Wolverine , come to a private academy for their kind whose resident superhero team , the x - men , must oppose a terrorist organization with similar power .",4.66891,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Donners' Company"", ""id"": 431}, {""name"": ""Bad Hat Harry Productions"", ""id"": 9168}, {""name"": ""Marvel Enterprises"", ""id"": 19551}, {""name"": ""Springwood Productions"", ""id"": 22969}, {""name"": ""Genetics Productions"", ""id"": 22970}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",296339527,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",X-Men,6.8,4097,1,2000,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
75000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",8909,"[{""id"": 782, ""name"": ""assassin""}, {""id"": 1872, ""name"": ""loss of father""}, {""id"": 2908, ""name"": ""secret society""}, {""id"": 3045, ""name"": ""mission of murder""}, {""id"": 9748, ""name"": ""revenge""}]","doormat Wesley Gibson discover that his recently murder father – who Wesley never know – belong to a secret guild of assassin . after a leather - clothe sexpot draft Wesley into the society , he hone his innate killing skill and turn avenger .",73.82289,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Bazelevs Production"", ""id"": 1038}, {""name"": ""Kickstart Productions"", ""id"": 2526}, {""name"": ""Marc Platt Productions"", ""id"": 2527}, {""name"": ""Top Cow Productions"", ""id"": 2528}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Ringerike Zweite Filmproduktion"", ""id"": 23955}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",258270008,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Wanted,6.4,2528,1,2008,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
75000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",9802,"[{""id"": 582, ""name"": ""san francisco""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 3859, ""name"": ""alcatraz""}, {""id"": 18233, ""name"": ""hostage situation""}, {""id"": 18525, ""name"": ""fbi agent""}]","a group of renegade marine commando seize a stockpile of chemical weapon and take over Alcatraz , with 81 tourist as hostage . their leader demand $ 100 million to be pay , as restitution to family of Marines who die in covert op – or he will launch 15 rocket carry deadly vx gas into the San Francisco Bay area .",51.469576,"[{""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Don Simpson/Jerry Bruckheimer Films"", ""id"": 10288}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",335062621,136.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Rock,6.9,1456,1,1996,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",950,"[{""id"": 2219, ""name"": ""ice age""}, {""id"": 3528, ""name"": ""flooding""}, {""id"": 4414, ""name"": ""adventure""}, {""id"": 4663, ""name"": ""lovers""}]","Diego , Manny and Sid return in this sequel to the hit animate movie Ice Age . this time around , the deep freeze be over , and the ice - cover earth be start to melt , which will destroy the trio 's cherished valley . the impending disaster prompt they to reunite and warn all the other beast about the desperate situation .",85.115058,"[{""name"": ""Blue Sky Studios"", ""id"": 9383}, {""name"": ""Twentieth Century Fox Animation"", ""id"": 11749}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",660940780,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Ice Age: The Meltdown,6.5,2951,1,2006,3,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1824,"[{""id"": 563, ""name"": ""deja vu""}, {""id"": 1453, ""name"": ""amnesia""}, {""id"": 1668, ""name"": ""hawaii""}, {""id"": 2336, ""name"": ""ladykiller""}, {""id"": 9799, ""name"": ""romantic comedy""}]","Henry be a player skilled at seduce woman . but when this veterinarian meet Lucy , a girl with a quirky problem when it come to total recall , he realize it be possible to fall in love all over again … and again , and again . that be because the delightful Lucy have no short - term memory , so Henry must woo her day after day until he finally sweep she off her foot .",61.437586,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Anonymous Content"", ""id"": 10039}, {""name"": ""Flower Films (II)"", ""id"": 19813}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",196482882,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",50 First Dates,6.6,2105,1,2004,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",2976,"[{""id"": 1566, ""name"": ""dream""}, {""id"": 1691, ""name"": ""dance""}, {""id"": 2136, ""name"": ""television""}, {""id"": 2571, ""name"": ""tv show""}, {""id"": 3060, ""name"": ""race politics""}, {""id"": 6027, ""name"": ""music""}, {""id"": 6275, ""name"": ""school party""}, {""id"": 6706, ""name"": ""performance""}, {""id"": 8663, ""name"": ""overweight woman""}, {""id"": 12965, ""name"": ""duel""}, {""id"": 158375, ""name"": ""based on stage musical""}, {""id"": 160910, ""name"": ""xenophobia""}, {""id"": 165317, ""name"": ""based on film""}, {""id"": 208992, ""name"": ""1960s""}]","pleasantly plump teenager , Tracy Turnblad and her good friend , Penny Pingleton audition to be on the Corny Collins Show – and Tracy win . but when scheme Amber Von Tussle and her mother plot to destroy Tracy , it turn to chaos .",31.160542,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Offspring Entertainment"", ""id"": 2378}, {""name"": ""Zadan / Meron Productions"", ""id"": 70994}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",90450008,117.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Hairspray,6.5,709,1,2007,7,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",11026,"[{""id"": 1328, ""name"": ""secret""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 2626, ""name"": ""exorcism""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 10093, ""name"": ""priest""}, {""id"": 10842, ""name"": ""good vs evil""}, {""id"": 14999, ""name"": ""devil""}, {""id"": 41586, ""name"": ""archaeologist""}, {""id"": 161261, ""name"": ""demonic possession""}]","having live through traumatize event during WWII , Father Lankester Merrin take a sabbatical from the Church to conduct archaeological excavation in British - administer East Africa . Merrin unearth an ancient byzantine church believe have be build and then immediately bury to keep down evil from the crypt below . the native be convince that uncover the church have unleash a demon , and begin to violently clash with the british military troop . as the village rapidly disintegrate into chaos and war , Merrin must face - off with the demon which have take possession of somebody close to he .",15.761384,"[{""name"": ""Morgan Creek Productions"", ""id"": 10210}, {""name"": ""Dominion Productions"", ""id"": 36452}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",78000586,114.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Exorcist: The Beginning,4.7,183,1,2004,8,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",75656,"[{""id"": 90, ""name"": ""paris""}, {""id"": 974, ""name"": ""bank""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 1953, ""name"": ""vault""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 2411, ""name"": ""new orleans""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 10051, ""name"": ""heist""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 10594, ""name"": ""money""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 14570, ""name"": ""las vegas""}, {""id"": 14601, ""name"": ""explosion""}]",an FBI agent and an interpol detective track a team of illusionist who pull off bank heist during their performance and reward their audience with the money .,71.124686,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""K/O Paper Products"", ""id"": 7296}, {""name"": ""SOIXAN7E QUIN5E"", ""id"": 23271}, {""name"": ""See Me Louisiana"", ""id"": 23272}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",117698894,115.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Now You See Me,7.3,5487,1,2013,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000000,"[{""id"": 35, ""name"": ""Comedy""}]",38365,"[{""id"": 2064, ""name"": ""overweight""}, {""id"": 11428, ""name"": ""convertible""}]","after their high school basketball coach pass away , five good friend and former teammate reunite for a Fourth of July holiday weekend .",38.864027,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",271430189,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Grown Ups,6.0,1705,1,2010,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
60000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",594,"[{""id"": 242, ""name"": ""new york""}, {""id"": 822, ""name"": ""airport""}, {""id"": 1459, ""name"": ""marriage proposal""}, {""id"": 2080, ""name"": ""stewardess""}, {""id"": 2173, ""name"": ""illegal immigration""}, {""id"": 2568, ""name"": ""language barrier""}, {""id"": 3014, ""name"": ""immigration law""}, {""id"": 3016, ""name"": ""security camera""}, {""id"": 3017, ""name"": ""jazz musician""}, {""id"": 3022, ""name"": ""passport""}, {""id"": 3023, ""name"": ""eastern europe""}, {""id"": 6054, ""name"": ""friendship""}]","Viktor Navorski be a man without a country ; his plane take off just as a coup d'etat explode in his homeland , leave it in shamble , and now he be strand at Kennedy Airport , where he be hold a passport that nobody recognize . while quarantine in the transit lounge until authority can figure out what to do with he , Viktor simply go on living – and court romance with a beautiful flight attendant .",57.753914,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Parkes/MacDonald Productions"", ""id"": 11084}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",219417255,128.0,"[{""iso_639_1"": ""bg"", ""name"": ""\u0431\u044a\u043b\u0433\u0430\u0440\u0441\u043a\u0438 \u0435\u0437\u0438\u043a""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",The Terminal,7.0,1910,1,2004,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",15189,"[{""id"": 2393, ""name"": ""adoption""}, {""id"": 8841, ""name"": ""puppy""}, {""id"": 13014, ""name"": ""orphan""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]","place in a foster home that do not allow pet , 16 - year - old Andi and her young brother , Bruce , turn an abandon hotel into a home for their dog . soon other stray arrive , and the hotel become a haven for every orphaned canine in town . but the kid have to do some quick thinking to keep the cop off their tail .",13.25753,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Nickelodeon Movies"", ""id"": 2348}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",73034460,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Hotel for Dogs,5.7,202,1,2009,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
