budget,keywords,overview,revenue,runtime,title,is_english,release_year,release_month,Action,Adventure,Fantasy,Science Fiction,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Horror,Mystery,History,War,Music,Documentary,fr,es,de,ru,it,ja,zh,Warner Bros.,Universal Pictures,Paramount Pictures,Twentieth Century Fox Film Corporation,Columbia Pictures,New Line Cinema,Walt Disney Pictures,Relativity Media
75000000,"[{""id"": 9663, ""name"": ""sequel""}, {""id"": 10986, ""name"": ""chipmunk""}, {""id"": 11095, ""name"": ""cruise ship""}, {""id"": 234363, ""name"": ""overboard""}]","play around while aboard a cruise ship , the Chipmunks and Chipettes accidentally go overboard and end up maroon in a tropical paradise . they discover their new turf be not as deserted as it seem .",342695435,87.0,Alvin and the Chipmunks: Chipwrecked,1,2011,12,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000000,[],"the all - star comedy cast from Grown Ups return ( with some exciting new addition ) for more summertime laugh . Lenny ( Adam Sandler ) have relocate his family back to the small town where he and his friend grow up . this time around , the grow up be the one learn lesson from their kid on a day notoriously full of surprise : the last day of school .",246984278,100.0,Grown Ups 2,1,2013,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80000000,"[{""id"": 246, ""name"": ""dancing""}, {""id"": 470, ""name"": ""spy""}, {""id"": 949, ""name"": ""terrorist""}, {""id"": 2052, ""name"": ""traitor""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 4721, ""name"": ""violin""}, {""id"": 10988, ""name"": ""based on tv series""}, {""id"": 33649, ""name"": ""legs""}]","when the identity of secret agent from Control be compromise , the Chief promote hapless but eager analyst Maxwell Smart and team he with stylish , capable Agent 99 , the only spy whose cover remain intact . can they work together to thwart the evil plan of KAOS and its crafty operative ?",230685453,110.0,Get Smart,1,2008,6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
80000000,"[{""id"": 965, ""name"": ""age difference""}, {""id"": 2336, ""name"": ""ladykiller""}, {""id"": 187056, ""name"": ""woman director""}]","Harry Sanborn be an aged music industry exec with a fondness for young woman like Marin , his late trophy girlfriend . thing get a little awkward when Harry suffer a heart attack at the home of Marin 's mother , Erica . leave in the care of Erica and his doctor , a love triangle start to take shape .",266728738,128.0,Something's Gotta Give,1,2003,12,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80000000,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 2041, ""name"": ""island""}, {""id"": 2215, ""name"": ""hurricane""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 10323, ""name"": ""psychiatric hospital""}, {""id"": 11207, ""name"": ""u.s. marshal""}, {""id"": 11208, ""name"": ""conspiracy theory""}, {""id"": 208611, ""name"": ""1950s""}]","World War II soldier - turn - U.S. Marshal Teddy Daniels investigate the disappearance of a patient from a hospital for the criminally insane , but his effort be compromise by his troubling vision and also by a mysterious doctor .",294804195,138.0,Shutter Island,1,2010,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
80000000,"[{""id"": 65, ""name"": ""holiday""}, {""id"": 9799, ""name"": ""romantic comedy""}, {""id"": 10041, ""name"": ""dysfunctional family""}, {""id"": 207317, ""name"": ""christmas""}]","Brad and Kate have make something of an art form out of avoid their family during the holiday , but this year their foolproof plan be about go bust -- big time . stick at the city airport after all depart flight be cancel , the couple be embarrassed to see their ruse expose to the world by an overzealous television reporter . now , Brad and Kate be leave with precious little choice other than to swallow their pride and suffer the round .",163733697,88.0,Four Christmases,1,2008,11,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
75000000,"[{""id"": 1436, ""name"": ""inventor""}, {""id"": 4480, ""name"": ""business man""}, {""id"": 14544, ""name"": ""robot""}, {""id"": 193305, ""name"": ""dishonesty""}]","Rodney Copperbottom be a young robot inventor who dream of make the world a well place , until the evil ratchet take over Big Weld Industries . now , Rodney 's dream – and those of his friend – be in danger of become obsolete .",260696994,91.0,Robots,1,2005,3,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80000000,"[{""id"": 1568, ""name"": ""undercover""}, {""id"": 1666, ""name"": ""mexican standoff""}, {""id"": 1865, ""name"": ""biological weapon""}, {""id"": 3868, ""name"": ""face transplant""}, {""id"": 3927, ""name"": ""rage and hate""}, {""id"": 5572, ""name"": ""fistfight""}, {""id"": 6062, ""name"": ""hostility""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9758, ""name"": ""deception""}, {""id"": 10614, ""name"": ""tragedy""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 12391, ""name"": ""boat chase""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14687, ""name"": ""extreme violence""}, {""id"": 18525, ""name"": ""fbi agent""}, {""id"": 156786, ""name"": ""prison escape""}, {""id"": 170212, ""name"": ""criminal gang""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 188134, ""name"": ""golden gun""}, {""id"": 194942, ""name"": ""arch villain""}, {""id"": 208708, ""name"": ""bullet ballet""}]","an antiterrorism agent go under the knife to acquire the likeness of a terrorist and gather detail about a bombing plot . when the terrorist escape custody , he undergo surgery to look like the agent so he can get close to the agent 's family .",245676146,138.0,Face/Off,1,1997,6,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
80000000,"[{""id"": 187084, ""name"": ""wishes come true""}, {""id"": 187710, ""name"": ""escapade""}, {""id"": 189449, ""name"": ""disorder""}, {""id"": 202322, ""name"": ""imaginary""}, {""id"": 206809, ""name"": ""miraculous event""}, {""id"": 206810, ""name"": ""imaginary kingdom""}, {""id"": 206811, ""name"": ""life turned upside down""}, {""id"": 206812, ""name"": ""nothing goes right""}]",Skeeter Bronson be a down - on - his - luck guy who be always tell bedtime story to his niece and nephew . but his life be turn upside down when the fantastical story he make up for entertainment inexplicably turn into reality . can a bewildered Skeeter manage his own unruly fantasy now that the outrageous character and situation from his mind have morph into actual people and event ?,212874442,99.0,Bedtime Stories,1,2008,12,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
80000000,"[{""id"": 18712, ""name"": ""based on graphic novel""}, {""id"": 174984, ""name"": ""homework""}, {""id"": 174985, ""name"": ""shot in the chin""}, {""id"": 174994, ""name"": ""soft boiled egg""}, {""id"": 175001, ""name"": ""learning to drive""}, {""id"": 175005, ""name"": ""spoiled son""}, {""id"": 175007, ""name"": ""scarred face""}, {""id"": 175008, ""name"": ""thompson sub machine gun""}, {""id"": 175011, ""name"": ""frost on a window""}, {""id"": 175016, ""name"": ""cauterizing a wound""}, {""id"": 175017, ""name"": ""liberty half dollar""}]","Mike Sullivan work as a hit man for crime boss John Rooney . Sullivan view Rooney as a father figure , however after his son be witness to a killing , Mike Sullivan find himself on the run in attempt to save the life of his son and at the same time look for revenge on those who wrong he .",181001478,117.0,Road to Perdition,1,2002,7,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
80000000,"[{""id"": 966, ""name"": ""beach""}, {""id"": 1907, ""name"": ""fictitious marriage""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 4585, ""name"": ""plastic surgery""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9767, ""name"": ""beautiful woman""}, {""id"": 9963, ""name"": ""kids and family""}]","a plastic surgeon , romance a much young schoolteacher , enlist his loyal assistant to pretend to be his soon to be ex - wife , in order to cover up a careless lie . when more lie backfire , the assistant 's kid become involved , and everyone head off for a weekend in Hawaii that will change all their life .",214918407,117.0,Just Go with It,1,2011,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
75000000,"[{""id"": 378, ""name"": ""prison""}, {""id"": 502, ""name"": ""ambush""}, {""id"": 720, ""name"": ""helicopter""}, {""id"": 822, ""name"": ""airport""}, {""id"": 1420, ""name"": ""gas station""}, {""id"": 1568, ""name"": ""undercover""}, {""id"": 1666, ""name"": ""mexican standoff""}, {""id"": 3930, ""name"": ""bravery""}, {""id"": 4245, ""name"": ""hijacking""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 11207, ""name"": ""u.s. marshal""}, {""id"": 14570, ""name"": ""las vegas""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14707, ""name"": ""brutality""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15234, ""name"": ""convict""}, {""id"": 18034, ""name"": ""desert""}, {""id"": 33482, ""name"": ""war hero""}, {""id"": 156805, ""name"": ""dea agent""}, {""id"": 195295, ""name"": ""motorcycle chase""}]","when the government put all its rotten criminal egg in one airborne basket , it be ask for trouble . before you can say , "" pass the barf bag , "" the crook control the plane , lead by creepy Cyrus "" the Virus "" Grissom . watch his every move be the just - release Cameron Poe , who would rather reunite with his family .",224012234,115.0,Con Air,1,1997,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000000,"[{""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 521, ""name"": ""washington d.c.""}, {""id"": 1308, ""name"": ""secret identity""}, {""id"": 1562, ""name"": ""hostage""}, {""id"": 1576, ""name"": ""technology""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 2314, ""name"": ""pentagon""}, {""id"": 7375, ""name"": ""twin brother""}, {""id"": 18525, ""name"": ""fbi agent""}]","Jerry Shaw and Rachel Holloman be two stranger whose life be suddenly throw into turmoil by a mysterious woman they have never meet . threaten their life and family , the unseen caller use everyday technology to control their action and push they into increase danger . as event escalate , Jerry and Rachel become the country 's most - want fugitive and must figure out what be happen to they .",178066569,118.0,Eagle Eye,1,2008,9,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79000000,"[{""id"": 1014, ""name"": ""loss of lover""}, {""id"": 1465, ""name"": ""loss of family""}, {""id"": 1806, ""name"": ""deserter""}, {""id"": 1872, ""name"": ""loss of father""}, {""id"": 2038, ""name"": ""love of one's life""}]","in this classic story of love and devotion set against the backdrop of the American Civil War , a wound confederate soldier name W.P. Inman desert his unit and travel across the South , aim to return to his young wife , Ada , who he leave behind to tend their farm . as Inman make his perilous journey home , Ada struggle to keep their home intact with the assistance of Ruby , a mysterious drifter send to help she by a kindly neighbor .",173013509,154.0,Cold Mountain,1,2003,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000000,"[{""id"": 3096, ""name"": ""book""}, {""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 6150, ""name"": ""faith""}, {""id"": 33768, ""name"": ""blind""}]","a post - apocalyptic tale , in which a lone man fight his way across America in order to protect a sacred book that hold the secret to save humankind .",157107755,118.0,The Book of Eli,1,2010,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000000,"[{""id"": 1334, ""name"": ""wedding vows""}, {""id"": 1436, ""name"": ""inventor""}, {""id"": 3092, ""name"": ""slime""}, {""id"": 6348, ""name"": ""green""}, {""id"": 8044, ""name"": ""flight""}, {""id"": 10125, ""name"": ""mad scientist""}, {""id"": 13027, ""name"": ""wedding""}]","Professor Phillip Brainard , an absent minded professor , work with his assistant Weebo , try to create a substance that be a new source of energy and that will save Medfield College where his sweetheart Sara be the president . he have miss his wedding twice , and on the afternoon of his third wedding , Professor Brainard create flubber , which allow object to fly through the air .",177977226,93.0,Flubber,1,1997,11,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
80000000,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 2754, ""name"": ""trauma""}, {""id"": 3098, ""name"": ""castle""}, {""id"": 3358, ""name"": ""haunted house""}, {""id"": 4142, ""name"": ""insomnia""}, {""id"": 4479, ""name"": ""bone""}, {""id"": 5374, ""name"": ""poster""}, {""id"": 5918, ""name"": ""painting""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 10224, ""name"": ""haunting""}, {""id"": 33587, ""name"": ""child labor""}, {""id"": 154901, ""name"": ""audio recording""}, {""id"": 155811, ""name"": ""spiral staircase""}, {""id"": 156075, ""name"": ""evil""}, {""id"": 167104, ""name"": ""loner""}, {""id"": 169816, ""name"": ""researcher""}, {""id"": 172801, ""name"": ""insomniac""}, {""id"": 172808, ""name"": ""paranormal activity""}, {""id"": 172812, ""name"": ""logbook""}, {""id"": 172815, ""name"": ""\u00a0strange noise""}, {""id"": 172816, ""name"": ""spook""}, {""id"": 172822, ""name"": ""cherub""}]","Dr. David Marrow invite Nell Vance , and Theo and Luke Sanderson to the eerie and isolated Hill House to be subject for a sleep disorder study . the unfortunate guest discover that Marrow be far more interested in the sinister mansion itself – and they soon see the true nature of its horror .",91188905,113.0,The Haunting,1,1999,7,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000000,"[{""id"": 6075, ""name"": ""sport""}, {""id"": 6496, ""name"": ""basketball""}, {""id"": 13005, ""name"": ""doctor""}, {""id"": 176746, ""name"": ""basketball team""}, {""id"": 177208, ""name"": ""basketball game""}, {""id"": 177216, ""name"": ""referee""}, {""id"": 177218, ""name"": ""basketball court""}, {""id"": 177219, ""name"": ""tweety bird""}, {""id"": 177224, ""name"": ""speedy gonzales""}, {""id"": 177227, ""name"": ""cartoon chicken""}, {""id"": 177228, ""name"": ""sylvester the cat""}, {""id"": 177230, ""name"": ""cartoon reality crossover""}, {""id"": 177231, ""name"": ""basketball hoop""}, {""id"": 177232, ""name"": ""cartoon skunk""}]","in a desperate attempt to win a basketball match and earn their freedom , the Looney Tunes seek the aid of retired basketball champion , Michael Jordan .",250200000,88.0,Space Jam,1,1996,11,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000000,"[{""id"": 1603, ""name"": ""extraterrestrial technology""}, {""id"": 1612, ""name"": ""spacecraft""}, {""id"": 1954, ""name"": ""ultimatum""}, {""id"": 2227, ""name"": ""evacuation""}, {""id"": 4210, ""name"": ""panic""}, {""id"": 6086, ""name"": ""government""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 9738, ""name"": ""ufo""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 10150, ""name"": ""end of the world""}, {""id"": 10891, ""name"": ""giant robot""}, {""id"": 11117, ""name"": ""tank""}, {""id"": 11479, ""name"": ""social commentary""}, {""id"": 14755, ""name"": ""power outage""}, {""id"": 15271, ""name"": ""interrogation""}, {""id"": 156388, ""name"": ""environmentalism""}, {""id"": 156661, ""name"": ""threat""}, {""id"": 160515, ""name"": ""alien contact""}, {""id"": 161287, ""name"": ""central park""}, {""id"": 209517, ""name"": ""messenger""}, {""id"": 219965, ""name"": ""nanobots""}, {""id"": 226763, ""name"": ""disintegration""}]","a representative of an alien race that go through drastic evolution to survive its own climate change , Klaatu come to Earth to assess whether humanity can prevent the environmental damage they have inflict on their own planet . when bar from speak to the United Nations , he decide humankind shall be exterminate so the planet can survive .",233093859,104.0,The Day the Earth Stood Still,1,2008,12,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
75000000,"[{""id"": 242, ""name"": ""new york""}, {""id"": 591, ""name"": ""cia""}, {""id"": 720, ""name"": ""helicopter""}, {""id"": 782, ""name"": ""assassin""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 1749, ""name"": ""taxi driver""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 2340, ""name"": ""paranoia""}, {""id"": 2564, ""name"": ""wheelchair""}, {""id"": 3713, ""name"": ""chase""}, {""id"": 4934, ""name"": ""theory""}, {""id"": 6078, ""name"": ""politics""}, {""id"": 6086, ""name"": ""government""}, {""id"": 6318, ""name"": ""control""}, {""id"": 9665, ""name"": ""cover-up""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 13006, ""name"": ""torture""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 192097, ""name"": ""target""}, {""id"": 194581, ""name"": ""geronimo""}, {""id"": 226689, ""name"": ""newsletter""}]","a man obsess with conspiracy theory become a target after one of his theory turn out to be true . unfortunately , in order to save himself , he have to figure out which theory it be .",136982834,135.0,Conspiracy Theory,1,1997,8,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
68000000,"[{""id"": 1956, ""name"": ""world war ii""}, {""id"": 2652, ""name"": ""nazis""}, {""id"": 6091, ""name"": ""war""}, {""id"": 11064, ""name"": ""nazi germany""}, {""id"": 11102, ""name"": ""panzer""}, {""id"": 11117, ""name"": ""tank""}]","last month of World War II in April 1945 . as the Allies make their final push in the European Theater , a battle - harden U.S. Army sergeant in the 2nd Armored Division name Wardaddy command a Sherman tank call "" Fury "" and its five - man crew on a deadly mission behind enemy line . outnumber and outgunne , Wardaddy and his man face overwhelming odd in their heroic attempt to strike at the heart of Nazi Germany .",211817906,135.0,Fury,1,2014,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
70000000,"[{""id"": 191088, ""name"": ""overleven""}, {""id"": 191089, ""name"": ""family guy""}]","when Quinn , a grouchy pilot live the good life in the South Pacific , agree to transfer a savvy fashion editor , Robin , to Tahiti , he end up strand on a deserted island with she after their plane crash . the pair avoid each other at first , until they be force to team up to escape from the island -- and some pirate who want their head .",164000000,98.0,Six Days Seven Nights,1,1998,6,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80000000,"[{""id"": 2406, ""name"": ""picnic""}, {""id"": 6878, ""name"": ""sandwich""}, {""id"": 10468, ""name"": ""bear""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 221037, ""name"": ""yogi""}]","Jellystone Park have be lose business , so greedy Mayor Brown decide to shut it down and sell the land . that mean family will no long be able to experience the natural beauty of the outdoors -- and , even bad , Yogi and Boo Boo will be toss out of the only home they 've ever know . face with his big challenge ever , Yogi must prove that he really be "" smart than the average bear "" as he and Boo Boo join force with their old nemesis Ranger Smith to find a way to save Jellystone Park from close forever .",201584141,80.0,Yogi Bear,1,2010,12,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000000,"[{""id"": 3714, ""name"": ""human being""}, {""id"": 6089, ""name"": ""freedom""}, {""id"": 8241, ""name"": ""mustang""}, {""id"": 9823, ""name"": ""rivalry""}, {""id"": 9902, ""name"": ""wildlife""}, {""id"": 10336, ""name"": ""animation""}, {""id"": 156234, ""name"": ""cavalry""}, {""id"": 158264, ""name"": ""indian war""}, {""id"": 158265, ""name"": ""eyebrow""}, {""id"": 158266, ""name"": ""wild horse""}]","as a wild stallion travel across the frontier of the Old West , he befriend a young human and find true love with a mare .",122563539,83.0,Spirit: Stallion of the Cimarron,1,2002,5,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000000,"[{""id"": 11477, ""name"": ""talking animal""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 15147, ""name"": ""german accent""}, {""id"": 15148, ""name"": ""ostrich""}, {""id"": 15149, ""name"": ""monkey""}, {""id"": 15150, ""name"": ""bullfrog""}, {""id"": 15151, ""name"": ""car dealership""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]","a comedy about a zookeeper who might be great with animal , but he do not know anything about the bird and the bee . the man can not find love , so he decide to quit his job at the zoo , but his animal friend try to stop he and teach he that Mother Nature know well when it come to love .",169852759,102.0,Zookeeper,1,2011,7,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80000000,"[{""id"": 4379, ""name"": ""time travel""}, {""id"": 15246, ""name"": ""sabotage""}, {""id"": 168603, ""name"": ""deep space explorer""}]","the prospect for continue life on Earth in the year 2058 be grim . so the Robinsons be launch into space to colonize Alpha Prime , the only other inhabitable planet in the galaxy . but when a stowaway sabotage the mission , the Robinsons find themselves hurtle through uncharted space .",136159423,130.0,Lost in Space,1,1998,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80000000,"[{""id"": 2944, ""name"": ""senator""}, {""id"": 2952, ""name"": ""gulf war""}, {""id"": 4707, ""name"": ""canoe""}, {""id"": 8651, ""name"": ""kuwait""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 33482, ""name"": ""war hero""}, {""id"": 33483, ""name"": ""u.s. congress""}, {""id"": 46955, ""name"": ""implant""}]","when his army unit be ambush during the first Gulf War , Sergeant Raymond Shaw save his fellow soldier just as his command officer , then - Captain Ben Marco , be knock unconscious . broker the incident for political capital , Shaw eventually become a vice - presidential nominee , while Marco be haunt by dream of what happen -- or do not happen -- in Kuwait . as Marco ( now a Major ) investigate , the story begin to unravel , to the point where he question if it happen at all . be it possible the entire unit be kidnap and brainwash to believe Shaw be a war hero as part of a plot to seize the White House ? some very powerful people at Manchurian Global corporation appear desperate to stop he from find out .",96105964,129.0,The Manchurian Candidate,1,2004,7,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
80000000,"[{""id"": 272, ""name"": ""transylvania""}, {""id"": 612, ""name"": ""hotel""}, {""id"": 616, ""name"": ""witch""}, {""id"": 1576, ""name"": ""technology""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 2904, ""name"": ""mummy""}, {""id"": 3633, ""name"": ""dracula""}, {""id"": 4062, ""name"": ""skeleton""}, {""id"": 4555, ""name"": ""only child""}, {""id"": 5891, ""name"": ""backpacker""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 6737, ""name"": ""frankenstein""}, {""id"": 11155, ""name"": ""wolfman""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 14633, ""name"": ""moving out""}, {""id"": 160130, ""name"": ""invisible man""}, {""id"": 224472, ""name"": ""new life""}]","when the old - old - old - fashioned vampire Vlad arrive at the hotel for an impromptu family get - together , Hotel Transylvania be in for a collision of supernatural old - school and modern day cool .",473226958,89.0,Hotel Transylvania 2,1,2015,9,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80000000,"[{""id"": 3537, ""name"": ""orchestra""}, {""id"": 190719, ""name"": ""musical segments""}]","blend lively music and brilliant animation , this sequel to the original ' Fantasia ' restore ' the Sorcerer 's Apprentice ' and add seven new short .",90874570,74.0,Fantasia 2000,1,1999,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
80000000,"[{""id"": 2964, ""name"": ""future""}, {""id"": 5455, ""name"": ""time machine""}]","hope to alter the event of the past , a 19th century inventor instead travel 800,000 year into the future , where he find humankind divide into two war race .",123729176,96.0,The Time Machine,1,2002,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
102000000,"[{""id"": 293, ""name"": ""female nudity""}, {""id"": 2157, ""name"": ""hacker""}, {""id"": 13015, ""name"": ""terrorism""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 156121, ""name"": ""ex-con""}, {""id"": 159384, ""name"": ""wire""}, {""id"": 159399, ""name"": ""los angeles international airport (lax)""}, {""id"": 159401, ""name"": ""misdirection""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]","rogue agent Gabriel Shear be determined to get his mitt on $ 9 billion stash in a secret Drug Enforcement Administration account . he want the cash to fight terrorism , but lack the computer skill necessary to hack into the government mainframe . enter Stanley Jobson , a n'er - do - well encryption expert who can log into anything .",147080413,99.0,Swordfish,1,2001,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
75000000,"[{""id"": 387, ""name"": ""california""}, {""id"": 470, ""name"": ""spy""}, {""id"": 494, ""name"": ""father son relationship""}, {""id"": 534, ""name"": ""mexico""}, {""id"": 1701, ""name"": ""hero""}, {""id"": 5809, ""name"": ""marriage crisis""}, {""id"": 9725, ""name"": ""sword fight""}, {""id"": 15160, ""name"": ""divorce""}, {""id"": 179585, ""name"": ""american civil war""}]","having spend the last 10 year fight injustice and cruelty , Alejandro de la Vega be now face his great challenge : his love wife Elena have throw he out of the house !   Elena have file for divorce and find comfort in the arm of Count Armand , a dash french aristocrat .   but Alejandro know something she do not : Armand be the evil mastermind behind a terrorist plot to destroy the United States .   and so , with his marriage and the county 's future at stake , it be up to Zorro to save two union before it be too late .",142400065,129.0,The Legend of Zorro,1,2005,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
85000000,"[{""id"": 439, ""name"": ""paradise""}, {""id"": 634, ""name"": ""soul""}, {""id"": 1449, ""name"": ""underworld""}, {""id"": 4116, ""name"": ""heaven""}, {""id"": 5918, ""name"": ""painting""}, {""id"": 6154, ""name"": ""hell""}, {""id"": 6155, ""name"": ""afterlife""}, {""id"": 210530, ""name"": ""spiritism""}]","Chris Neilson die to find himself in a heaven more amazing than he could have ever dream of . there be one thing miss : his wife . after he die , his wife , Annie kill herself and go to hell . Chris decide to risk eternity in hade for the small chance that he will be able to bring she back to heaven .",71485043,113.0,What Dreams May Come,1,1998,10,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88000000,"[{""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 2132, ""name"": ""literature""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]","folklore collector and con artist , Jake and Will Grimm , travel from village to village pretend to protect townsfolk from enchanted creature and perform exorcism . however , they be put to the test   when they encounter a real magical curse in a haunted forest with real magical being , require genuine courage .",105316267,118.0,The Brothers Grimm,1,2005,8,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
